Q A-1	193	194	195	196	197	198	199	200	201
0.0691375	70.17215501	72.72308235	73.077453	69.93579796	71.80384491	79.5368032	72.70492485	80.4780526	69.94128397
0.0753625	75.58797825	74.94343626	77.28167695	73.9113722	82.02608118	83.83254319	82.73425225	82.0322666	74.64384039
0.0815875	72.42464552	72.04832226	73.02371153	71.21331416	78.20041119	77.35276216	77.5193474	84.11628	75.2398531
0.0878125	66.85030484	64.08790122	69.43232076	67.96704008	72.75404099	73.14075349	70.43687144	75.40058706	67.42248272
0.0940375	67.14226477	64.79205963	66.9545297	62.399049	68.06417632	68.89088521	67.21607417	71.90169034	63.95267001
0.1002625	61.70827667	61.9294248	67.20429699	61.44139962	70.59857197	69.79712431	67.21634635	72.52916899	65.7859384
0.1064875	59.20635477	57.97546952	62.77702477	57.93831509	64.92826201	65.48192192	64.26056105	69.08913287	63.42751355
0.1127125	57.98341357	56.81741846	62.76668362	57.64108679	62.46894286	63.45013052	60.79299089	68.36885942	59.71063835
0.1189375	57.14020299	55.02068744	60.60467812	56.11327072	60.14107592	60.92656354	58.04821938	64.44768189	57.19013631
0.1251625	55.20995902	54.04644189	59.85729501	54.2597876	61.1941123	63.31157241	59.42940162	65.83585913	56.6585551
0.1313875	56.14979991	54.19762798	58.89049751	52.98797446	63.12308256	61.66233206	57.66127612	60.99260694	57.78275547
0.1376125	56.68938213	54.2676818	58.07853899	52.50200837	60.4355459	61.39355398	56.05491921	62.6669461	53.33600808
0.1438375	53.06112778	50.98396594	56.57379229	51.1390497	57.06252759	57.82423796	55.38772345	59.52772338	50.65144303
0.1500625	53.82024875	50.58283422	56.85920739	52.52787215	58.70237682	58.98416977	56.65932352	62.05058822	52.97700729
0.1562875	53.69171974	52.82328013	58.27026072	49.35421664	58.75985697	59.19618012	56.80881952	60.88512539	53.00336147
0.1625125	55.02651504	52.93713064	57.54284343	51.35320031	57.62140584	59.5733823	54.06566217	59.52018812	53.1168592
0.1687375	53.27313808	51.55847823	55.62307765	49.23031937	57.31053762	57.01720428	55.15221808	60.29780321	51.82582465
